StudentID,Age,StudyHoursPerWeek,AttendanceRate,AssignmentCompletionRate,PreviousGPA,TestAverage,ClassParticipation,HomeworkHoursPerWeek,SleepHoursPerDay,ScreenTimeHoursPerDay,ParentalSupport,MotivationLevel,StressLevel,Tutoring,ExtracurricularActivities,InternetAccess,GPA
STU000233,20,7.3,86.6,87.2,2.19,80.6,62.1,5.6,8.1,5.5,5,6,7,0,1,1,2.23
STU000234,16,21.1,80.1,82.5,2.68,77.6,69.8,4.8,6.2,3.9,4,1,10,1,1,1,1.66
STU000235,20,12.8,96.2,89.3,2.85,77.2,67.9,12.1,8.1,5.3,4,8,7,1,1,1,1.87
STU000236,17,12.5,70.9,71.0,1.55,69.4,75.1,11.2,6.1,4.2,5,5,8,0,0,1,1.56
STU000237,21,8.1,75.7,79.2,2.89,72.8,89.9,5.0,6.6,1.3,3,6,5,0,1,1,2.15
STU000238,16,10.2,75.6,59.3,1.69,70.6,79.9,10.9,8.1,3.5,5,2,6,0,1,1,1.54
STU000239,16,15.8,92.8,83.9,2.27,68.7,56.8,5.4,6.0,4.8,2,4,8,0,0,1,2.27
STU000240,15,7.5,90.6,90.6,2.42,54.8,73.6,14.8,7.8,5.5,1,1,3,1,1,1,1.73
STU000241,16,20.3,72.8,95.0,2.92,70.8,85.9,2.9,5.6,3.1,2,10,1,0,1,0,2.6
STU000242,22,4.6,82.9,89.7,3.01,45.1,81.1,3.9,6.2,1.2,5,1,7,0,1,1,2.11
STU000243,16,27.0,87.7,74.4,2.71,87.4,47.0,11.0,7.5,3.2,2,3,9,0,1,1,2.15
STU000244,15,8.8,88.2,68.1,2.3,90.5,70.8,13.6,7.2,4.3,1,7,4,1,1,1,1.85
STU000245,22,23.8,83.9,92.7,2.34,85.6,59.7,8.8,6.9,4.8,5,8,6,1,1,1,2.68
STU000246,17,26.4,100.0,86.4,3.07,73.2,69.0,8.5,8.8,5.5,3,8,10,0,0,1,2.67
STU000247,19,13.5,78.6,90.5,3.91,65.9,77.1,7.5,8.4,5.0,4,1,9,0,1,1,2.49
STU000248,20,16.1,74.4,91.4,2.91,82.1,86.7,6.4,7.4,2.9,1,9,3,0,1,0,2.86
STU000249,20,2.0,90.6,88.9,3.37,65.9,75.2,4.7,6.2,5.8,5,3,10,0,0,1,2.47
STU000250,22,13.3,91.7,80.3,3.58,76.5,56.0,2.4,8.0,3.8,5,4,6,1,0,1,2.91
STU000251,21,12.6,77.0,79.3,2.97,57.0,90.6,9.1,5.9,4.6,2,7,9,0,1,1,2.07
STU000252,21,8.4,80.7,84.4,2.05,76.5,34.3,3.3,7.3,1.9,2,6,2,0,1,1,1.67
STU000253,15,2.0,74.0,82.9,2.6,73.0,77.7,3.0,7.3,1.0,3,10,6,0,0,1,2.59
STU000254,15,15.9,66.9,85.3,3.06,61.2,92.7,8.9,8.0,4.3,4,3,2,1,0,1,2.49
STU000255,17,9.0,95.3,71.3,2.08,55.7,75.0,5.9,7.6,8.4,3,7,8,0,1,1,1.86
STU000256,17,11.7,64.0,90.8,1.67,57.4,60.7,10.3,6.8,5.0,1,9,4,0,1,1,1.28
STU000257,18,19.1,86.6,100.0,2.17,64.5,60.1,4.0,6.8,2.4,1,6,10,0,1,1,1.78
STU000258,20,14.3,87.1,76.6,2.51,70.1,79.7,5.4,6.1,1.4,1,7,5,1,1,0,1.94
STU000259,20,16.2,69.4,96.8,2.76,52.9,61.9,6.1,6.6,7.3,4,8,5,0,1,1,2.25
STU000260,21,14.9,83.5,78.1,3.78,66.9,98.7,4.9,6.3,4.7,4,2,2,0,1,1,3.06
STU000261,16,5.0,79.2,94.2,3.23,66.4,68.1,5.2,6.6,1.5,1,1,10,0,0,1,2.27
STU000262,20,11.2,80.7,61.5,2.8,63.3,67.8,11.8,7.9,1.7,2,1,1,0,0,1,2.18
STU000263,16,19.7,85.1,75.4,4.0,65.2,65.9,6.3,6.4,5.1,3,2,4,0,1,1,2.46
STU000264,18,19.4,81.5,94.5,2.34,84.7,96.8,8.9,7.9,5.7,3,7,2,1,1,0,2.65
STU000265,20,15.8,85.4,77.6,3.08,70.7,63.6,7.7,9.4,6.1,3,7,8,1,0,1,2.4
STU000266,20,13.7,92.7,74.2,2.43,83.6,89.8,11.1,7.4,5.2,1,2,10,0,1,1,1.97
STU000267,22,8.8,95.5,82.5,3.69,71.6,75.7,5.5,7.5,1.9,2,2,9,1,1,1,2.87
STU000268,22,22.7,95.7,89.4,2.5,81.7,94.9,10.9,6.7,5.8,3,10,1,1,1,1,3.07
STU000269,18,4.4,83.0,94.3,2.68,99.7,62.4,8.4,6.7,1.8,2,2,9,0,1,0,2.57
STU000270,15,12.6,89.6,69.6,1.92,90.8,80.6,7.0,7.5,3.2,2,6,4,0,0,1,1.99
STU000271,19,26.3,96.7,87.6,3.5,84.0,100.0,12.4,7.5,4.0,2,4,9,1,0,1,3.37
STU000272,22,18.3,73.3,62.8,2.94,61.3,100.0,7.8,7.3,3.3,4,4,8,0,0,1,1.68
STU000273,19,13.6,90.3,84.5,2.13,93.9,63.2,2.5,6.1,5.0,2,6,7,1,0,1,2.28
STU000274,21,7.7,85.7,77.3,3.02,90.8,85.6,4.4,6.2,3.7,2,6,10,0,1,1,2.35
STU000275,20,4.3,86.7,86.8,2.7,74.8,81.5,6.8,7.0,5.0,4,8,10,0,0,0,2.05
STU000276,19,13.3,83.4,94.4,2.57,41.4,67.3,11.0,7.8,5.6,4,6,2,0,1,1,1.52
STU000277,21,10.0,84.7,76.6,2.67,61.2,59.2,7.1,9.6,2.7,2,5,3,0,1,1,2.21
STU000278,18,20.7,99.5,78.0,2.35,77.2,75.8,8.2,7.1,3.2,5,9,1,1,0,1,2.4
STU000279,21,15.2,76.4,80.8,2.93,67.8,62.7,5.9,6.1,5.6,3,7,1,0,0,1,2.16
STU000280,20,9.0,93.1,98.1,2.28,42.3,80.3,4.0,6.4,1.2,4,1,4,0,1,1,1.89
STU000281,20,17.7,88.9,76.6,2.95,71.9,61.0,7.2,6.1,4.1,2,5,1,1,0,1,2.07
STU000282,18,15.6,82.9,92.8,2.52,93.0,75.5,12.5,5.4,5.0,1,2,2,1,1,1,1.77
STU000283,17,3.9,89.0,87.3,4.0,80.8,59.4,3.4,7.7,7.6,5,1,4,0,1,1,3.11
STU000284,22,13.5,70.3,49.4,2.73,70.2,61.1,8.0,6.3,3.3,5,5,6,0,1,1,1.75
STU000285,16,23.9,92.1,97.7,2.24,89.9,57.1,11.9,7.3,2.2,2,9,3,0,1,1,2.14
STU000286,15,19.7,89.8,71.4,2.36,66.0,70.8,7.2,6.8,1.0,5,4,4,0,1,1,2.63
STU000287,16,11.0,69.1,84.7,2.92,60.6,67.1,8.9,6.7,4.2,5,5,9,1,1,1,1.68
STU000288,18,2.4,86.0,97.7,2.67,73.9,85.5,4.8,5.6,2.9,5,6,10,0,1,1,2.14
STU000289,15,11.7,88.7,70.3,2.4,73.6,86.4,9.1,5.8,5.7,3,6,10,0,1,1,2.27
STU000290,22,19.3,89.1,88.0,2.72,88.5,85.6,10.2,8.0,5.1,5,5,7,0,0,1,2.61
STU000291,16,14.3,83.3,91.8,3.77,43.3,70.1,4.4,5.9,6.0,3,3,6,0,1,1,2.68
STU000292,21,13.0,88.2,95.2,2.3,64.8,71.9,12.6,7.5,5.6,3,3,6,0,1,1,1.79
STU000293,16,22.7,87.3,66.6,2.8,88.4,75.2,8.1,8.0,2.6,3,6,4,0,1,1,2.59
STU000294,17,19.7,82.3,70.6,2.66,100.0,86.9,7.3,6.1,3.7,3,9,5,0,0,1,2.66
STU000295,22,7.4,80.3,84.4,2.89,65.6,66.2,12.9,6.6,4.1,2,10,6,1,1,1,2.11
STU000296,15,11.9,83.7,80.2,2.82,91.1,59.4,13.1,7.1,2.9,1,6,1,1,0,1,1.88
STU000297,19,4.8,86.0,62.5,2.78,92.6,70.2,8.8,7.8,7.0,1,10,9,0,0,1,2.63
STU000298,21,12.6,62.0,77.4,3.02,68.1,52.4,6.7,5.6,3.9,5,6,8,0,0,1,1.93
STU000299,19,12.5,90.2,75.5,2.28,76.4,81.4,6.5,5.8,7.9,4,8,2,0,1,1,2.16
STU000300,19,21.7,77.3,71.2,2.44,61.7,46.3,12.0,7.7,3.0,2,10,7,1,1,1,1.9
STU000301,18,2.0,100.0,80.2,2.09,67.7,78.5,12.0,7.4,3.4,2,7,4,0,1,1,2.02
STU000302,22,14.2,70.9,77.0,2.38,46.1,56.0,11.4,6.9,5.2,2,1,3,0,1,1,1.36
STU000303,16,9.7,89.2,70.5,2.91,51.4,76.7,2.1,7.5,5.3,1,6,3,0,1,1,1.9
STU000304,18,8.0,86.5,82.0,2.73,67.6,66.9,2.0,9.3,3.5,2,2,2,0,1,0,2.13
STU000305,20,17.6,75.5,65.6,1.92,67.6,85.4,6.8,8.1,4.0,5,8,10,0,0,1,1.64
STU000306,17,8.0,98.5,80.0,3.35,86.7,67.1,9.3,8.3,2.9,1,10,7,1,0,1,3.08
STU000307,18,19.4,80.7,77.7,3.23,79.3,81.5,4.0,6.7,3.1,3,3,6,0,0,1,2.55
STU000308,15,11.6,84.4,83.9,2.69,78.0,79.1,6.6,8.5,3.1,5,3,7,0,1,1,2.44
STU000309,17,17.5,90.4,89.0,2.92,80.3,54.2,9.5,4.4,2.9,3,3,9,0,1,1,2.26
STU000310,18,15.1,79.3,66.4,2.15,68.7,89.1,7.4,8.1,2.9,4,4,8,0,1,1,1.81
STU000311,21,14.6,87.7,59.0,1.85,74.1,53.5,9.9,6.8,4.3,5,7,4,0,0,1,1.14
STU000312,18,8.8,87.8,81.3,2.63,75.8,85.6,3.6,7.3,3.7,2,6,3,1,1,1,2.54
STU000313,16,21.0,85.7,85.6,2.47,79.0,66.9,10.8,6.9,2.6,3,2,8,0,1,1,2.16
STU000314,22,10.7,89.7,82.5,1.47,79.1,78.4,10.0,7.1,4.7,1,2,9,0,1,1,1.42
STU000315,17,26.4,89.2,48.9,2.46,72.3,65.4,5.7,6.6,4.0,2,10,9,0,0,1,1.7
STU000316,16,3.4,88.6,77.6,2.55,66.1,53.1,6.3,5.7,4.6,2,5,5,0,1,1,1.7
STU000317,22,9.9,90.8,91.0,3.19,66.2,86.3,10.1,8.9,4.8,4,3,10,1,1,1,2.46
STU000318,20,14.5,81.0,95.3,3.54,81.3,76.9,11.0,6.9,3.2,1,5,8,1,0,1,2.59
STU000319,16,21.7,76.8,82.9,2.4,77.5,85.5,10.5,7.7,2.9,4,3,6,0,0,1,1.86
STU000320,18,9.2,82.1,66.5,2.7,74.9,49.8,9.5,8.1,4.5,1,1,1,0,0,0,1.58
STU000321,17,13.5,89.2,79.3,2.57,45.1,83.9,11.2,5.7,7.1,2,7,1,0,1,1,2.11
STU000322,22,14.0,64.4,91.4,3.19,69.6,61.5,0.0,8.0,8.5,3,2,2,0,0,1,2.42
STU000323,19,14.8,94.9,72.2,3.3,79.3,59.7,10.1,7.3,4.2,4,4,9,0,0,1,2.52
STU000324,16,14.8,81.8,70.7,2.68,92.2,96.1,10.3,9.4,3.2,5,9,10,1,0,1,2.38
STU000325,18,23.0,79.7,87.0,3.01,67.2,49.3,4.9,8.6,1.8,1,3,8,0,1,1,2.22
STU000326,18,21.0,87.1,77.2,3.01,80.0,68.8,0.0,7.0,5.1,5,1,6,1,1,1,2.59
STU000327,15,12.2,88.8,96.5,2.81,65.7,48.7,5.4,7.8,2.8,3,4,4,0,1,1,2.92
STU000328,18,8.5,83.8,72.1,3.26,49.1,80.9,7.6,7.2,5.8,5,7,5,1,0,0,2.0
STU000329,15,11.0,100.0,71.8,1.97,72.2,100.0,13.6,5.2,1.1,1,4,2,0,1,1,2.05
STU000330,22,18.8,75.5,77.4,2.42,85.1,56.8,7.3,8.1,3.4,4,4,8,1,0,1,1.96
STU000331,21,14.7,92.5,66.3,3.17,44.8,73.2,7.0,8.2,4.8,2,7,9,0,1,1,2.18
STU000332,18,17.5,73.5,62.9,2.63,84.7,64.8,9.8,4.4,4.9,3,6,3,0,0,1,2.31
STU000333,21,15.9,84.5,90.3,3.07,70.2,73.1,5.0,7.0,5.4,4,4,10,1,1,1,2.27
STU000334,15,18.0,82.6,77.4,2.65,56.8,85.5,9.9,6.9,4.4,2,3,9,0,0,1,2.01
STU000335,20,7.5,74.7,89.3,2.08,100.0,75.9,13.3,6.6,2.6,5,6,10,1,0,1,2.12
STU000336,15,13.8,86.4,85.6,2.04,86.5,60.5,3.8,8.0,6.7,4,4,6,0,0,1,2.03
STU000337,17,18.5,82.2,71.7,3.05,69.2,95.3,10.9,7.2,2.2,1,9,2,0,0,1,2.67
STU000338,15,17.3,84.9,83.9,3.5,84.1,67.6,12.8,5.1,6.9,5,7,2,0,1,1,2.37
STU000339,15,3.4,85.5,89.7,2.96,89.7,70.0,5.6,6.8,6.5,1,5,2,0,1,1,2.69
STU000340,17,5.4,78.2,78.0,2.01,82.7,66.6,13.2,6.5,4.7,2,10,10,0,0,1,1.73
STU000341,22,13.4,93.8,88.8,3.06,61.2,62.0,2.8,5.8,4.3,2,6,9,0,0,1,2.26
STU000342,20,18.0,87.9,100.0,2.76,70.3,73.0,8.9,8.3,3.8,5,3,3,0,0,1,2.71
STU000343,18,15.4,95.0,100.0,3.07,52.5,84.9,9.9,6.7,3.4,1,1,2,0,0,1,2.32
STU000344,22,21.8,96.4,72.7,2.45,93.0,95.4,6.2,7.1,2.0,4,8,7,1,1,1,2.51
STU000345,19,19.4,82.3,83.9,2.23,74.9,54.1,9.3,6.4,1.2,4,5,2,0,0,1,2.25
STU000346,16,8.8,86.6,76.8,2.64,73.9,43.6,7.9,6.1,3.8,5,9,8,0,0,0,2.06
STU000347,21,22.0,76.9,82.1,3.87,93.4,71.0,2.6,9.4,4.4,4,9,4,1,1,1,3.27
STU000348,20,10.8,87.1,80.4,3.51,84.3,80.8,3.5,6.6,5.0,1,2,9,0,0,1,2.43
STU000349,17,11.0,75.9,72.0,3.48,64.0,58.0,10.7,5.9,5.1,2,9,3,1,1,1,2.15
STU000350,20,2.0,90.0,80.3,3.07,77.7,93.8,11.1,7.1,3.7,1,4,10,0,1,1,2.31
STU000351,22,17.5,81.3,72.4,2.25,87.4,71.9,7.8,8.4,6.1,3,3,1,0,0,1,1.93
STU000352,15,18.2,81.9,80.7,2.59,52.4,64.9,11.1,6.4,1.4,1,10,2,1,1,1,2.27
STU000353,17,10.5,82.3,77.6,2.99,72.8,64.5,5.8,5.5,2.2,4,2,6,1,1,1,2.24
STU000354,20,21.4,86.7,85.7,2.68,82.4,70.7,9.4,8.7,1.6,1,2,8,1,0,1,2.45
STU000355,17,10.8,93.9,86.6,2.69,76.1,77.6,6.1,6.0,5.5,5,4,9,0,0,0,2.77
STU000356,17,17.0,95.3,79.7,3.11,71.9,57.6,13.3,8.6,5.7,1,7,8,0,1,1,2.45
STU000357,18,13.8,77.3,90.3,2.86,84.9,88.7,6.9,8.2,5.0,2,3,5,0,0,1,2.41
STU000358,17,19.8,82.1,66.3,2.09,67.5,53.9,3.4,6.5,3.4,5,8,10,0,1,1,1.33
STU000359,18,20.7,88.1,80.7,3.06,83.0,58.8,11.0,8.2,5.4,2,3,6,0,0,1,2.47
STU000360,18,24.9,82.0,99.8,2.98,66.5,53.7,10.3,6.8,4.7,3,10,4,1,0,1,2.53
STU000361,18,15.3,88.1,62.0,2.65,78.7,48.8,0.5,6.6,4.2,3,9,5,0,1,1,2.22
STU000362,22,4.6,85.6,96.5,3.52,66.2,99.4,8.8,7.5,3.9,4,10,3,0,1,1,2.93
STU000363,17,19.9,90.5,77.2,2.87,82.0,66.9,8.0,8.3,5.0,4,1,10,0,0,1,2.28
STU000364,20,19.4,77.4,65.7,2.79,55.6,76.7,4.7,7.5,4.5,2,3,7,1,1,1,1.7
STU000365,15,14.5,83.3,82.9,2.68,69.9,76.1,8.3,7.8,4.7,1,8,3,1,0,0,2.39
STU000366,16,3.2,87.3,89.3,3.79,41.9,84.2,9.2,8.1,5.1,4,10,1,0,1,1,2.85
STU000367,17,19.7,75.2,94.1,2.1,90.3,57.7,7.3,6.9,2.7,4,3,4,0,0,1,2.06
STU000368,22,12.7,61.7,84.5,2.7,94.5,53.7,9.1,6.9,5.8,3,6,3,0,1,1,2.38
STU000369,15,17.4,87.4,78.7,2.98,72.3,52.8,5.3,7.4,4.7,4,6,10,1,0,1,1.83
STU000370,22,7.6,80.6,81.2,2.56,68.2,90.3,7.4,7.8,2.4,2,10,5,1,0,1,2.25
STU000371,18,11.2,81.6,91.2,3.33,46.2,74.9,9.9,7.5,4.1,1,10,3,0,1,1,2.49
STU000372,22,23.6,84.1,87.3,2.55,53.3,98.2,1.1,6.8,4.4,2,1,8,0,1,1,1.85
STU000373,17,7.4,84.0,61.9,3.64,33.3,62.4,4.4,5.2,3.0,3,5,6,0,0,1,2.37
STU000374,16,21.1,93.7,89.0,3.67,60.7,50.9,8.1,7.6,3.7,5,6,1,1,1,0,2.86
STU000375,22,10.6,69.0,100.0,2.35,79.0,86.7,14.5,7.8,3.9,1,10,6,0,1,1,2.47
STU000376,18,9.5,77.2,85.4,2.95,74.2,92.9,6.7,7.7,6.1,1,9,2,0,0,1,2.59
STU000377,17,10.6,66.4,77.5,3.21,69.3,77.0,8.6,8.1,3.5,3,5,3,0,1,1,2.12
STU000378,20,10.9,75.5,70.3,2.58,56.1,66.9,10.5,7.4,1.1,3,3,6,0,1,1,1.67
STU000379,19,13.7,82.6,72.1,2.11,88.8,83.5,8.3,8.0,7.5,3,8,3,0,0,1,2.19
STU000380,16,20.7,73.3,91.3,2.74,87.9,76.1,6.8,6.1,3.1,2,9,10,0,1,1,2.17
STU000381,22,8.7,85.8,83.3,3.13,69.7,76.4,10.0,6.9,5.1,4,2,8,1,1,1,2.32
STU000382,20,17.3,90.2,82.5,2.85,72.9,65.3,6.5,8.2,6.5,4,9,1,0,1,1,2.45
STU000383,19,9.0,68.0,56.8,2.06,70.7,99.3,8.5,6.6,3.6,3,3,8,0,1,1,1.35
STU000384,21,13.1,88.7,76.4,3.41,75.0,93.8,10.9,9.3,4.0,1,2,1,0,0,1,2.35
STU000385,16,18.7,64.5,81.5,2.38,49.0,71.6,8.2,6.0,1.5,4,2,6,0,1,1,1.87
STU000386,20,9.7,83.9,76.0,2.57,35.7,66.4,6.3,7.9,4.0,1,5,1,1,1,1,1.95
STU000387,16,16.8,70.5,83.7,3.39,61.1,63.5,7.3,7.7,4.2,4,5,4,1,0,1,2.27
STU000388,19,33.0,80.1,61.6,2.67,76.2,84.3,4.8,8.5,4.9,3,10,5,1,1,1,2.02
STU000389,16,13.1,91.7,80.8,1.72,69.3,66.7,11.0,7.5,2.8,1,3,2,0,1,1,1.55
STU000390,16,8.8,71.6,82.9,2.72,70.2,81.0,11.3,7.5,1.9,3,7,8,0,1,1,2.57
STU000391,20,12.3,100.0,86.1,2.85,73.8,71.4,11.0,6.7,6.7,1,5,1,0,1,1,2.43
STU000392,19,15.0,79.3,79.7,2.17,65.2,37.9,12.8,8.5,4.9,1,8,8,1,1,1,1.43
STU000393,20,21.4,95.0,71.6,1.75,66.9,66.5,8.3,8.8,4.5,3,2,1,1,1,0,1.61
STU000394,16,9.7,89.7,82.3,2.5,65.4,94.0,6.5,6.4,3.5,3,5,8,0,1,1,2.05
STU000395,17,23.9,92.3,88.9,2.42,87.7,87.4,8.5,7.7,4.5,1,6,4,0,0,1,2.33
STU000396,17,10.0,100.0,53.7,2.91,82.2,81.4,8.6,7.8,4.1,4,1,3,0,0,1,2.36
STU000397,20,8.2,85.9,76.2,2.46,26.8,55.5,5.3,8.4,2.3,3,3,9,0,1,1,1.08
STU000398,19,23.1,64.6,100.0,2.81,91.4,43.1,11.7,6.4,4.4,4,3,7,0,1,1,2.57
STU000399,20,23.0,85.2,91.4,3.09,52.4,76.7,8.9,6.5,4.7,5,10,5,1,0,1,2.5
STU000400,15,5.5,84.4,95.8,2.24,41.6,100.0,4.1,7.8,3.1,1,7,2,0,0,1,1.85
STU000401,17,6.7,78.3,96.6,2.8,77.4,57.4,0.4,6.8,6.6,5,7,4,0,1,1,2.3
STU000402,20,11.5,88.9,61.8,3.15,62.7,70.1,7.3,7.1,3.0,2,2,10,1,1,1,2.29
STU000403,22,8.3,77.2,69.6,3.49,62.3,99.6,9.3,7.8,6.2,4,6,6,0,1,1,2.2
STU000404,20,17.1,82.1,77.1,2.57,94.9,64.7,5.5,8.8,5.8,1,5,4,1,1,1,2.18
STU000405,19,6.5,83.1,88.0,2.42,72.1,78.6,9.9,6.4,4.3,5,10,10,1,1,1,1.98
STU000406,17,15.9,78.2,59.3,2.41,55.0,56.3,4.6,6.9,5.3,2,9,8,0,1,1,1.54
STU000407,15,20.0,81.2,83.3,2.99,100.0,100.0,9.4,7.0,1.1,2,1,1,0,1,1,2.48
STU000408,15,28.8,85.4,67.3,2.24,62.3,77.9,11.2,7.7,6.8,1,9,7,1,0,1,1.58
STU000409,18,17.0,85.2,95.6,2.79,73.3,88.5,5.4,7.0,2.7,5,7,6,0,1,1,3.07
STU000410,15,19.8,79.0,85.4,2.71,97.2,100.0,7.6,8.2,3.5,2,1,5,0,0,1,2.38
STU000411,21,18.4,75.0,88.2,3.43,69.8,83.0,7.0,7.3,1.0,5,8,8,0,1,1,2.82
STU000412,17,24.4,91.3,64.0,3.06,64.8,71.9,3.0,5.8,7.3,1,9,1,0,1,1,2.2
STU000413,17,12.4,93.8,73.6,2.76,67.6,93.6,7.9,6.2,4.8,1,9,2,0,1,1,2.61
STU000414,16,10.9,78.6,68.2,2.44,83.4,49.8,12.4,8.3,4.1,4,3,3,0,1,1,1.66
STU000415,18,23.1,78.2,94.4,2.86,85.8,88.7,11.5,4.7,5.3,3,2,1,0,0,0,2.81
STU000416,19,14.3,89.2,63.9,3.41,54.5,62.4,6.2,8.6,8.0,2,6,3,0,1,1,1.93
STU000417,17,16.6,87.0,84.8,2.79,72.9,70.1,11.1,7.5,3.8,2,4,4,0,0,1,1.8
STU000418,15,5.6,77.4,69.7,2.86,69.5,46.2,10.7,6.3,4.2,3,10,4,0,1,0,2.41
STU000419,22,15.1,75.1,98.7,2.34,82.8,56.9,9.5,6.7,4.2,2,1,2,0,1,1,2.32
STU000420,17,13.0,85.3,61.9,3.42,48.5,69.4,9.6,6.7,4.7,2,6,6,0,1,1,1.81
STU000421,16,18.5,92.6,100.0,2.59,62.7,68.3,9.2,8.6,4.2,1,2,4,0,1,1,2.73
STU000422,22,9.2,85.2,73.7,3.76,39.6,84.9,5.6,5.9,4.0,1,9,6,1,1,1,2.63
STU000423,20,15.5,91.0,87.2,3.52,73.8,57.3,10.8,5.2,3.0,5,1,9,0,1,1,2.84
STU000424,15,17.1,85.6,73.7,2.96,87.8,85.4,5.7,7.0,6.0,3,9,8,0,1,1,2.23
STU000425,20,7.6,70.8,93.0,2.7,47.4,61.2,3.7,6.7,3.9,1,4,9,1,0,1,1.71
STU000426,17,13.7,67.0,76.7,1.89,75.0,72.2,6.4,7.2,4.7,5,1,5,0,1,1,1.31
STU000427,21,12.1,69.3,86.6,2.51,63.8,80.2,9.3,4.7,3.6,2,5,1,1,0,0,1.83
STU000428,17,11.6,100.0,69.3,1.77,80.8,79.7,4.5,8.3,2.7,5,9,9,0,0,1,2.18
STU000429,15,13.0,78.7,88.3,2.66,54.6,55.6,9.9,8.0,4.4,3,10,8,0,0,1,2.1
STU000430,16,9.9,82.1,85.6,3.22,66.2,45.3,15.1,6.9,4.1,1,7,4,0,1,1,2.49
STU000431,20,20.0,87.9,97.3,1.99,86.4,60.0,7.7,6.7,1.0,3,2,5,0,1,1,2.43
STU000432,16,18.0,82.2,68.4,2.93,84.9,83.1,5.0,6.8,1.0,3,10,4,1,1,1,2.46
STU000433,19,9.2,77.7,69.3,2.39,60.8,77.9,7.1,7.3,4.0,3,5,5,0,0,0,1.84
STU000434,18,2.1,87.5,66.7,2.88,93.4,64.3,14.7,7.7,6.9,4,9,4,0,0,0,2.21
STU000435,17,14.8,98.1,79.7,1.64,63.2,63.8,10.4,7.3,3.4,3,4,7,0,1,1,1.36
STU000436,19,17.6,82.9,92.8,2.56,66.5,71.6,12.0,8.5,3.5,1,5,2,0,1,0,2.37
STU000437,22,8.2,66.0,96.5,3.05,73.9,61.8,6.1,9.7,4.6,4,8,6,0,1,0,1.97
STU000438,21,9.8,80.7,86.3,3.25,61.1,75.3,7.6,8.1,5.0,3,5,1,0,1,1,2.51
STU000439,21,14.4,90.4,93.1,3.03,82.6,67.8,14.4,8.6,5.3,1,1,2,1,1,1,2.37
STU000440,15,18.3,85.8,68.7,3.22,58.9,86.1,8.3,7.3,5.9,4,10,10,0,0,0,2.41
STU000441,16,5.9,82.3,82.6,2.94,85.2,74.0,8.0,7.3,3.6,5,9,2,0,1,0,2.49
STU000442,22,17.3,83.2,63.2,3.46,59.7,71.1,3.7,5.6,1.0,2,9,10,1,1,1,2.28
STU000443,15,5.6,91.5,79.9,2.67,68.5,49.6,6.2,9.0,4.0,1,5,2,0,1,1,2.03
STU000444,19,13.3,93.1,83.3,2.81,84.6,54.6,8.4,7.3,2.6,1,4,3,0,1,1,2.07
STU000445,22,5.3,81.7,80.4,2.43,96.1,92.9,9.4,5.4,6.4,5,1,8,0,1,1,2.2
STU000446,16,5.4,96.9,65.2,3.52,82.3,74.5,6.8,5.4,1.0,4,7,6,0,1,1,2.49
STU000447,15,14.5,69.2,71.0,1.88,82.4,55.0,6.0,6.6,4.4,3,9,1,0,0,1,1.67
STU000448,22,10.2,91.4,60.6,3.47,60.2,51.4,6.3,7.6,5.6,3,2,8,0,1,1,1.85
STU000449,17,20.5,85.2,64.2,2.68,81.3,60.2,5.3,6.4,3.7,4,6,8,1,0,1,1.97
STU000450,18,10.2,89.0,73.2,1.65,65.0,57.8,5.8,7.0,6.8,3,6,4,1,1,1,1.25
STU000451,18,3.2,80.9,86.1,2.81,55.3,79.4,6.9,9.4,5.2,5,4,2,1,1,1,1.92
STU000452,21,21.0,72.1,87.7,1.9,35.6,56.1,5.2,7.6,4.3,4,7,2,1,1,1,1.74
STU000453,17,20.4,89.0,92.8,3.19,51.4,68.2,5.7,8.0,4.9,2,5,2,0,0,1,2.4
STU000454,21,17.2,99.0,72.4,3.02,93.4,65.5,5.8,7.4,4.0,2,6,4,0,1,1,2.74
STU000455,22,9.5,88.7,76.6,1.83,70.7,74.9,6.6,6.2,7.5,4,10,9,1,1,0,1.79
STU000456,15,10.1,80.3,80.8,1.98,74.7,94.8,11.2,8.2,2.3,4,8,3,0,0,1,1.98
STU000457,15,15.7,75.3,88.9,2.81,80.3,96.3,9.3,8.0,2.4,5,9,6,0,0,1,2.79
STU000458,22,2.0,75.7,54.3,2.29,88.3,73.5,10.0,8.3,5.1,3,5,8,1,0,1,1.98
STU000459,20,13.5,80.2,85.7,1.81,58.4,72.1,6.0,6.1,5.3,4,1,2,1,0,1,1.63
STU000460,19,15.0,81.7,72.9,3.11,65.2,85.0,6.0,7.7,2.9,5,7,10,0,1,1,2.14
STU000461,16,18.5,72.5,93.4,1.46,80.1,75.9,7.5,6.0,5.2,5,6,6,0,1,1,1.81
STU000462,22,9.0,85.1,84.1,2.9,71.1,74.8,3.1,6.9,5.0,4,2,7,0,1,1,2.31
STU000463,20,2.0,96.5,91.7,3.3,72.5,64.7,11.5,8.0,2.7,2,6,10,1,1,1,2.8
STU000464,20,14.4,67.9,67.7,3.4,77.1,69.6,11.0,8.2,2.7,3,1,6,1,1,1,2.44
STU000465,16,6.5,83.3,81.5,2.53,82.8,100.0,11.0,9.4,4.5,4,5,8,0,1,0,2.25
STU000466,15,4.7,84.8,76.5,3.58,66.8,66.8,8.3,8.1,7.1,3,9,6,0,0,1,2.32
